level,group,num_examples,num_correct,accuracy,num_parse_failures,parse_failure_rate,top_error_code,top_error_count
task__distraction_type,extractive_qa__irrelevant_suffix,100,0,0.000000,100,1.000000,invalid_json,97
task__distraction_type,extractive_qa__length_stress,100,0,0.000000,100,1.000000,invalid_json,97
task__distraction_type,extractive_qa__negation_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,extractive_qa__style_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,information_extraction__clean,100,0,0.000000,100,1.000000,invalid_json,85
task__distraction_type,information_extraction__conflicting_instruction,100,0,0.000000,100,1.000000,invalid_json,94
task__distraction_type,information_extraction__instruction_in_the_middle,100,0,0.000000,100,1.000000,invalid_json,96
task__distraction_type,information_extraction__irrelevant_prefix,100,0,0.000000,100,1.000000,invalid_json,94
task__distraction_type,information_extraction__irrelevant_suffix,100,0,0.000000,100,1.000000,invalid_json,95
task__distraction_type,information_extraction__length_stress,100,0,0.000000,100,1.000000,invalid_json,97
task__distraction_type,information_extraction__negation_distraction,100,0,0.000000,100,1.000000,invalid_json,97
task__distraction_type,information_extraction__style_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,multi_label_classification__clean,100,0,0.000000,100,1.000000,invalid_json,93
task__distraction_type,multi_label_classification__conflicting_instruction,100,0,0.000000,100,1.000000,invalid_json,96
task__distraction_type,multi_label_classification__instruction_in_the_middle,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,multi_label_classification__irrelevant_prefix,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,multi_label_classification__irrelevant_suffix,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,multi_label_classification__length_stress,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,multi_label_classification__negation_distraction,100,0,0.000000,100,1.000000,invalid_json,99
task__distraction_type,multi_label_classification__style_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,rule_based_transformation__clean,100,0,0.000000,99,0.990000,invalid_json,97
task__distraction_type,rule_based_transformation__conflicting_instruction,100,0,0.000000,100,1.000000,invalid_json,99
task__distraction_type,rule_based_transformation__instruction_in_the_middle,100,0,0.000000,100,1.000000,invalid_json,97
task__distraction_type,rule_based_transformation__irrelevant_prefix,100,0,0.000000,100,1.000000,invalid_json,99
task__distraction_type,rule_based_transformation__irrelevant_suffix,100,0,0.000000,100,1.000000,invalid_json,95
task__distraction_type,rule_based_transformation__length_stress,100,0,0.000000,99,0.990000,invalid_json,99
task__distraction_type,rule_based_transformation__negation_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,rule_based_transformation__style_distraction,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,single_label_classification__clean,100,0,0.000000,100,1.000000,invalid_json,87
task__distraction_type,single_label_classification__conflicting_instruction,100,0,0.000000,100,1.000000,invalid_json,96
task__distraction_type,single_label_classification__instruction_in_the_middle,100,0,0.000000,100,1.000000,invalid_json,100
task__distraction_type,single_label_classification__irrelevant_prefix,100,0,0.000000,100,1.000000,invalid_json,95
task__distraction_type,single_label_classification__irrelevant_suffix,100,0,0.000000,100,1.000000,invalid_json,98
task__distraction_type,single_label_classification__length_stress,100,0,0.000000,100,1.000000,invalid_json,95
task__distraction_type,single_label_classification__negation_distraction,100,0,0.000000,100,1.000000,invalid_json,99
task__distraction_type,single_label_classification__style_distraction,100,0,0.000000,100,1.000000,invalid_json,100
